time,glc__D_e,lac__L_e,malt_e,gal_e,glyc_e,ac_e,biomass
0.0,2.2202994429,4.49084989334,1.16857760267,2.2202994429,4.34339676647,0.0,0.00675
0.5,2.16479195683,4.49084989334,1.16857760267,2.2202994429,4.34339676647,0.423412904474,0.05
1.0,1.99826949861,4.49084989334,1.1393631626,2.2202994429,4.34339676647,0.423412904474,0.075
1.5,1.72073206825,4.49084989334,1.11014872253,2.2202994429,4.34339676647,0.465754194921,0.1
2.0,1.44319463789,4.49084989334,1.11014872253,2.2202994429,4.34339676647,0.677460647158,0.125
2.5,1.16565720752,4.49084989334,1.11014872253,2.2202994429,4.34339676647,0.846825808947,0.2
3.0,0.943627263234,4.49084989334,1.11014872253,2.2202994429,4.34339676647,1.01619097074,0.3
3.5,0.555074860726,4.37857864601,1.11014872253,2.2202994429,4.12622692815,1.86301677968,0.4
4.0,0.111014972145,3.48040866734,1.0517198424,2.10928447076,4.01764200899,2.70984258863,0.6
4.5,0.0,2.13315369934,0.730361001667,1.66522458218,3.90905708982,3.38730323579,0.8
5.0,0.0,0.785898731335,0.584288801334,1.16565720752,3.90905708982,4.23412904474,1.025
5.5,0.0,0.0,0.379787720867,0.555074860726,3.80047217066,7.62143228053,1.3
6.0,0.0,0.0,0.0584288801334,0.0555074860726,3.58330233234,9.82317938379,1.6
6.5,0.0,0.0,0.0292144400667,0.0,3.04037773653,7.45206711874,1.9
7.0,0.0,0.0,0.0,0.0,0.760094434132,3.217938074,2.2
7.5,0.0,0.0,0.0,0.0,0.0,0.846825808947,2.375
8.0,0.0,0.0,0.0,0.0,0.0,0.169365161789,2.45
8.5,0.0,0.0,0.0,0.0,0.0,0.169365161789,2.475
9.0,0.0,0.0,0.0,0.0,0.0,0.0846825808947,2.45
9.5,0.0,0.0,0.0,0.0,0.0,0.0846825808947,2.425
10.0,0.0,0.0,0.0,0.0,0.0,0.0846825808947,2.4
